Id,Code,Code slug,Number,Name,Created at,Updated at
1819,ENGL151  PZ,ENGL151-PZ,151,British Women Writrs Before 1900    ,2018-10-30 03:08:40 UTC,2018-10-30 03:08:40 UTC
1818,ENGL142  PO,ENGL142-PO,142,Literature and The Commons    ,2018-10-30 03:08:40 UTC,2019-09-02 02:18:42 UTC
1817,ENGL135  PZ,ENGL135-PZ,135,Advncd Feminist Creative Writing    ,2018-10-30 03:08:40 UTC,2018-10-30 03:08:40 UTC
1816,ENGL130  PZ,ENGL130-PZ,130,Adv Projects in Creative Writing    ,2018-10-30 03:08:40 UTC,2019-09-02 02:18:42 UTC
1815,ENGL115  SC,ENGL115-SC,115,Milton    ,2018-10-30 03:08:40 UTC,2019-09-02 02:18:42 UTC
1814,ENGL094  PZ,ENGL094-PZ,94,"Growing Up ""Postcolonial""    ",2018-10-30 03:08:40 UTC,2018-10-30 03:08:40 UTC
1813,ENGL089A PO,ENGL089A-PO,89,American Modernism    ,2018-10-30 03:08:40 UTC,2019-09-02 02:18:42 UTC
1812,ENGL065  PO,ENGL065-PO,65,Alchemical Cartography    ,2018-10-30 03:08:40 UTC,2019-09-02 02:18:41 UTC
1811,ENGL064D PO,ENGL064D-PO,64,Intro to Creative Writing    ,2018-10-30 03:08:40 UTC,2022-10-31 20:45:49 UTC
1810,ENGL064A PO,ENGL064A-PO,64,Creative Writing: Fiction    ,2018-10-30 03:08:40 UTC,2019-09-02 01:59:58 UTC
1809,ENGL055A PO,ENGL055A-PO,55,Impossible Novels    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1808,ENGL010B PZ,ENGL010B-PZ,10,Survey of British Literature II    ,2018-10-30 03:08:39 UTC,2019-09-02 02:18:41 UTC
1807,ENGR240  HM,ENGR240-HM,240,Intro to Compressible Flow    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1806,ENGR205  HM,ENGR205-HM,205,State Estimation    ,2018-10-30 03:08:39 UTC,2021-01-11 07:24:23 UTC
1805,ENGR190ASHM,ENGR190ASHM,190,Biomaterials  / Special Topics in Engineering  ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1804,ENGR190ARHM,ENGR190ARHM,190,Robotics with ROS  / Special Topics in Engineering  ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1803,ENGR190AJHM,ENGR190AJHM,190,Advanced Rocketry  / Special Topics in Engineering  ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1802,ENGR187  HM,ENGR187-HM,187,Operations Research    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1801,ENGR182  HM,ENGR182-HM,182,Manufacturing Planning/Execution    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1800,ENGR175  HM,ENGR175-HM,175,Dynamics of Rigid Bodies    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1799,ENGR164  HM,ENGR164-HM,164,Intro to Biomedical Engineering    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1798,ENGR153  HM,ENGR153-HM,153,Electronics Laboratory    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1797,ENGR151  HM,ENGR151-HM,151,Analog Circuit Design    ,2018-10-30 03:08:39 UTC,2019-11-04 18:12:32 UTC
1796,ENGR138  HM,ENGR138-HM,138,Intro: Environmental Engineering    ,2018-10-30 03:08:39 UTC,2019-09-02 02:18:37 UTC
1795,ENGR124  HM,ENGR124-HM,124,Engineering Seminar    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1794,ENGR114  HM,ENGR114-HM,114,Engineering Clinic    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1793,ENGR113  HM,ENGR113-HM,113,Engineering Clinic III    ,2018-10-30 03:08:39 UTC,2019-09-02 01:40:23 UTC
1792,ENGR102  HM,ENGR102-HM,102,Advanced Systems Engineering II    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1791,ENGR080  HM,ENGR080-HM,80,Experimental Engineering    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1790,EDUC302G CG,EDUC302G-CG,302,Teach/Learn Process I:Single Sub    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1789,EDUC301GSCG,EDUC301GSCG,301,Teach/Learn Process I: Spec Educ    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1788,EDUC301G CG,EDUC301G-CG,301,Teach/Learn Process I: Mult Subj    ,2018-10-30 03:08:39 UTC,2018-10-30 03:08:39 UTC
1787,HIST197C SC,HIST197C-SC,197,History of Economic Thought    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:33 UTC
1786,ECON199  PZ,ECON199-PZ,199,Senior Thesis    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1785,ECON196  CM,ECON196-CM,196,Advanced Macroeconomics    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1784,ECON194B CM,ECON194B-CM,194,Seminar in Investment Management    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1783,ECON193  CM,ECON193-CM,193,Entrep Finance & Venture Cap    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1782,ECON191  CM,ECON191-CM,191,Business Law    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1781,ECON190  PO,ECON190-PO,190,Senior Seminar in Economics    ,2018-10-30 03:08:38 UTC,2019-09-02 01:31:40 UTC
1780,ECON186  PZ,ECON186-PZ,186,Neuroeconomics    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1779,ECON186  CM,ECON186-CM,186,Public Economics & Welfare    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1778,ECON175  SC,ECON175-SC,175,Labor and Personnel Economics    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1777,ECON173  CM,ECON173-CM,173,Economic Development    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1776,ECON166  PO,ECON166-PO,166,Advanced Topics in Banking    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1775,ECON160  CM,ECON160-CM,160,Accounting Data Analytics    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1774,ECON156  CM,ECON156-CM,156,Accounting Ethics    ,2018-10-30 03:08:38 UTC,2019-11-07 05:50:54 UTC
1773,ECON155  PO,ECON155-PO,155,Law and Economics    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1772,ECON155  CM,ECON155-CM,155,Intermediate Accounting II    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1771,ECON154  PO,ECON154-PO,154,Game Theory for Economists    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1770,ECON154  HM,ECON154-HM,154,Intermediate Microeconomics    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1769,ECON149  CM,ECON149-CM,149,"Int'l Acct, Tax & Transfer Price    ",2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1768,ECON136  HM,ECON136-HM,136,Financial Markets and Modeling    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1767,ECON136  CM,ECON136-CM,136,Derivatives    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1766,ECON135  PZ,ECON135-PZ,135,Money and Banking    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1765,ECON135  CM,ECON135-CM,135,Money and Banking    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1764,ECON134B CM,ECON134B-CM,134,Advanced Corporate Finance    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1763,ECON132  PZ,ECON132-PZ,132,Macroeconomic Policy    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1762,ECON129  PO,ECON129-PO,129,Health Economics    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1761,ECON128  PO,ECON128-PO,128,"Energy Economics, & Policy    ",2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1760,ECON125  PO,ECON125-PO,125,Natural Resource Econ & Policy    ,2018-10-30 03:08:38 UTC,2019-09-02 02:18:32 UTC
1759,ECON122  PO,ECON122-PO,122,Poverty & Income Distribution    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1758,ECON120  SC,ECON120-SC,120,Statistics    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1757,ECON117  PO,ECON117-PO,117,Managerial Acct Finan Analysis    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1756,ECON114  SC,ECON114-SC,114,Development of American Markets    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1755,ECON113  PO,ECON113-PO,113,International Economic Relations    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1754,ECON104  PZ,ECON104-PZ,104,Macroeconomic Theory    ,2018-10-30 03:08:38 UTC,2018-10-30 03:08:38 UTC
1753,ECON091  PZ,ECON091-PZ,91,Statistics    ,2018-10-30 03:08:37 UTC,2018-10-30 03:08:37 UTC
1752,ECON053  HM,ECON053-HM,53,Principles of Macroeconomics    ,2018-10-30 03:08:37 UTC,2018-10-30 03:08:37 UTC
1751,DGHM150  CM,DGHM150-CM,150,Digital Humanities Studio    ,2018-10-30 03:08:37 UTC,2018-10-30 03:08:37 UTC
1750,DANC180  SC,DANC180-SC,180,Selected Topic in Dance (Studio) - Intermediate Hip-Hop    ,2018-10-30 03:08:37 UTC,2023-04-26 00:23:04 UTC
1749,DANC150A PO,DANC150A-PO,150,Cultural Styles - Flamenco Technique    ,2018-10-30 03:08:37 UTC,2022-04-05 04:48:54 UTC
1748,DANC139  PO,DANC139-PO,139,"Dance, Ethnicity, Nationalism    ",2018-10-30 03:08:37 UTC,2018-10-30 03:08:37 UTC
1747,DANC138  PO,DANC138-PO,138,Concert Dance in the Global Age    ,2018-10-30 03:08:37 UTC,2018-10-30 03:08:37 UTC
1746,DANC136B SC,DANC136B-SC,136,West African Dance II    ,2018-10-30 03:08:37 UTC,2018-10-30 03:08:37 UTC
1745,DANC130  PO,DANC130-PO,130,Language of the Body    ,2018-10-30 03:08:36 UTC,2019-09-02 02:18:17 UTC
1744,DANC114B SC,DANC114B-SC,114,Yoga: Evolving Practices    ,2018-10-30 03:08:36 UTC,2019-11-04 18:12:16 UTC
1743,DANC114A SC,DANC114A-SC,114,Yoga: Evolving Practices    ,2018-10-30 03:08:36 UTC,2019-11-04 18:12:16 UTC
1742,CREA120  PZ,CREA120-PZ,120,Greek Tragedy in Translation    ,2018-10-30 03:08:36 UTC,2018-10-30 03:08:36 UTC
1741,CREA018  PZ,CREA018-PZ,18,History of the Creative Process    ,2018-10-30 03:08:36 UTC,2019-09-02 01:26:58 UTC
1740,CSMT184  HM,CSMT184-HM,184,Computer Science&Math Clinic II    ,2018-10-30 03:08:36 UTC,2019-09-02 02:18:03 UTC
1739,PHIL100A CM,PHIL100A-CM,100,Classical Philosophy    ,2018-10-30 03:08:36 UTC,2018-10-30 03:08:36 UTC
1738,LATN044  SC,LATN044-SC,44,Advanced Latin Readings    ,2018-10-30 03:08:36 UTC,2019-11-04 18:11:58 UTC
1737,HIST104  CM,HIST104-CM,104,Late Antiquity & Early Mid-Ages    ,2018-10-30 03:08:36 UTC,2019-09-02 02:18:02 UTC
1736,CLAS192  PO,CLAS192-PO,192,Senior Project    ,2018-10-30 03:08:36 UTC,2018-10-30 03:08:36 UTC
1735,CLAS191  PO,CLAS191-PO,191,Senior Thesis in Classics    ,2018-10-30 03:08:36 UTC,2018-10-30 03:08:36 UTC
1734,CLAS155  PZ,CLAS155-PZ,155,Archaelogy and Society    ,2018-10-30 03:08:36 UTC,2018-10-30 03:08:36 UTC
1733,CLAS121  SC,CLAS121-SC,121,Classical Mythology    ,2018-10-30 03:08:36 UTC,2018-10-30 03:08:36 UTC
1732,CLAS116  PZ,CLAS116-PZ,116,Out of the Cave    ,2018-10-30 03:08:36 UTC,2018-10-30 03:08:36 UTC
1731,CLAS115  PO,CLAS115-PO,115,Politics of Persuasion in Athens    ,2018-10-30 03:08:36 UTC,2018-10-30 03:08:36 UTC
1730,CLAS019  SC,CLAS019-SC,19,Classical Myth in Film    ,2018-10-30 03:08:36 UTC,2019-09-02 02:18:02 UTC
1729,CLAS001  PO,CLAS001-PO,1,Greek and Roman Classics    ,2018-10-30 03:08:36 UTC,2019-09-02 02:18:02 UTC
1728,PSYC180N CH,PSYC180N-CH,180,Latinx Mental Health    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1727,HIST132  PO,HIST132-PO,132,Pol Protest & Soc Mov Latin Amer    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1726,HIST101S CH,HIST101S-CH,101,Latinx Oral Histories (CP)    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1725,HIST032  CH,HIST032-CH,32,Latin America Since Independence    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1724,CHST192  CH,CHST192-CH,192,Senior Project    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1723,CHST191  CH,CHST191-CH,191,Senior Thesis in Chicano Studies    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1722,CHST132  CH,CHST132-CH,132,Immigration Cmnty Partnerships    ,2018-10-30 03:08:35 UTC,2023-10-31 05:24:36 UTC
1721,CHST120  CH,CHST120-CH,120,Fronteras/Borders: Methods&Res    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1720,CHST028  CH,CHST028-CH,28,Intro Contemp Central America II    ,2018-10-30 03:08:35 UTC,2023-10-31 05:24:36 UTC
1719,CHLT154  CH,CHLT154-CH,154,Latinas in the Garment Industry    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1718,CHLT153  PZ,CHLT153-PZ,153,Rural and Urban Social Movements    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1717,PSYC180C JT,PSYC180C-JT,180,Climate Sci and Human Behavior    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1716,CHEM198  HM,CHEM198-HM,198,Special Readings in Chemistry    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1715,CHEM194  HM,CHEM194-HM,194,Chemistry of Modern Materials    ,2018-10-30 03:08:35 UTC,2018-10-30 03:08:35 UTC
1714,CHEM184  HM,CHEM184-HM,184,Biochemistry Laboratory    ,2018-10-30 03:08:34 UTC,2020-10-26 10:10:12 UTC
1713,CHEM182  HM,CHEM182-HM,182,Biochemistry    ,2018-10-30 03:08:34 UTC,2019-11-04 18:11:49 UTC
1712,CHEM181  PO,CHEM181-PO,181,Chemical Biology    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1711,CHEM172  PO,CHEM172-PO,172,NMR Spectroscopy    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1710,CHEM162  PO,CHEM162-PO,162,Physical Chemistry Laboratory    ,2018-10-30 03:08:34 UTC,2019-09-02 02:17:55 UTC
1709,CHEM158BLPO,CHEM158BLPO,158,"Laboratory, Physical Chem    ",2018-10-30 03:08:34 UTC,2019-09-02 02:17:55 UTC
1708,CHEM158B PO,CHEM158B-PO,158,Physical Chemistry w/ Laboratory    ,2018-10-30 03:08:34 UTC,2019-09-02 02:17:55 UTC
1707,CHEM156  PO,CHEM156-PO,156,Physical Chem in Molecular Biol    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1706,CHEM152  HM,CHEM152-HM,152,Senior Thesis Research:Chemistry    ,2018-10-30 03:08:34 UTC,2019-11-04 18:11:49 UTC
1705,CHEM127L KS,CHEM127L-KS,127,Advanced Laboratory in Chemistry    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1704,CHEM121  KS,CHEM121-KS,121,Ppls Phys Chem: Thermochemistry    ,2018-10-30 03:08:34 UTC,2022-10-31 20:45:41 UTC
1703,CHEM117L KS,CHEM117L-KS,117,Organic Chemistry    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1702,CHEM114  HM,CHEM114-HM,114,Advanced Analytical Chemistry    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1701,CHEM112  PO,CHEM112-PO,112,Analysis Scientific Literature    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1700,CHEM112  HM,CHEM112-HM,112,Instrumental Analysis Laboratory    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1699,CHEM110BLPO,CHEM110BLPO,110,"Lab, Organic Chemistry    ",2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1698,CHEM110B PO,CHEM110B-PO,110,Organic Chemistry w/Laboratory    ,2018-10-30 03:08:34 UTC,2019-09-02 02:17:55 UTC
1697,CHEM110  HM,CHEM110-HM,110,Inorganic Chemistry Laboratory    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1696,CHEM106  PO,CHEM106-PO,106,Environmental Chemistry    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1695,CHEM104  HM,CHEM104-HM,104,Inorganic Chemistry    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1694,CHEM070L KS,CHEM070L-KS,70,"Land, Air, & Ocean Science    ",2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1693,CHEM058  HM,CHEM058-HM,58,Organic Chemistry I Laboratory    ,2018-10-30 03:08:34 UTC,2019-11-04 18:11:48 UTC
1692,CHEM056  HM,CHEM056-HM,56,Organic Chemistry I    ,2018-10-30 03:08:34 UTC,2019-11-04 18:11:48 UTC
1691,CHEM052  HM,CHEM052-HM,52,Grp Thry/Quant Chem/Spectroscopy    ,2018-10-30 03:08:34 UTC,2019-09-02 02:17:55 UTC
1690,CHEM040  HM,CHEM040-HM,40,Intro to Chemical Research    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1689,CHEM029L KS,CHEM029L-KS,29,Accelerated General Chemistry    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1688,CHEM023B HM,CHEM023B-HM,23,Chemistry in the Modern World II    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1687,CHEM015L KS,CHEM015L-KS,15,Basic Principles of Chemistry    ,2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1686,CHEM001BLPO,CHEM001BLPO,1,"Lab, General Chemistry    ",2018-10-30 03:08:34 UTC,2018-10-30 03:08:34 UTC
1685,CHEM001B PO,CHEM001B-PO,1,General Chemistry w/Laboratory    ,2018-10-30 03:08:34 UTC,2019-09-02 02:17:54 UTC
1684,PE  166  JP,PE-166-JP,166,Water Polo Team-Women    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1683,PE  155  JP,PE-155-JP,155,Track & Field-Men/Women    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1682,PE  152  JP,PE-152-JP,152,Tennis Team-Women    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1681,PE  150  JP,PE-150-JP,150,Tennis Team-Men    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1680,PE  145  JP,PE-145-JP,145,Swimming Team-Men/Women    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1679,PE  137  JP,PE-137-JP,137,Softball Team-Women    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1678,PE  130  JP,PE-130-JP,130,Lacrosse Team-Women    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1677,PE  127  JP,PE-127-JP,127,Golf Team-Women    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1676,PE  125  JP,PE-125-JP,125,Golf Team-Men    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1675,PE  115  JP,PE-115-JP,115,Diving Team-Men/Women    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1674,PE  100  JP,PE-100-JP,100,Baseball Team    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1673,PHYS178  KS,PHYS178-KS,178,Biophysics    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1672,NEUR178 LPO,NEUR178-LPO,178,Neurobiology Lab    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1671,NEUR178  PO,NEUR178-PO,178,Neurobiology with Lab    ,2018-10-30 03:08:33 UTC,2019-09-02 02:17:44 UTC
1670,NEUR168  PO,NEUR168-PO,168,Genes and Behavior w/ Lab    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1669,NEUR095L JT,NEUR095L-JT,95,Foundations of Neuroscience    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1668,BIOL198  HM,BIOL198-HM,198,Directed Reading in Biology    ,2018-10-30 03:08:33 UTC,2019-09-02 02:17:44 UTC
1667,BIOL196  HM,BIOL196-HM,196,Intensive Research in Biology    ,2018-10-30 03:08:33 UTC,2019-09-02 02:17:44 UTC
1666,BIOL194B PO,BIOL194B-PO,194,Experimental Sen Thesis-2nd Sem.    ,2018-10-30 03:08:33 UTC,2019-09-02 02:17:44 UTC
1665,BIOL194  HM,BIOL194-HM,194,Senior Thesis Research: Biology    ,2018-10-30 03:08:33 UTC,2019-09-02 02:17:44 UTC
1664,BIOL192  HM,BIOL192-HM,192,Biology Colloquium    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1663,BIOL190  PO,BIOL190-PO,190,Biology Senior Seminar    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1662,BIOL187M KS,BIOL187M-KS,187,Special Topics: UAV's    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1661,BIOL185L KS,BIOL185L-KS,185,Biochemical Physiology with Lab    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1660,BIOL185  KS,BIOL185-KS,185,Biochemical Physiology    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1659,BIOL184  HM,BIOL184-HM,184,Biochemistry Laboratory    ,2018-10-30 03:08:33 UTC,2020-11-09 23:18:31 UTC
1658,BIOL182  HM,BIOL182-HM,182,Biochemistry    ,2018-10-30 03:08:33 UTC,2019-11-04 18:11:37 UTC
1657,BIOL181  KS,BIOL181-KS,181,Neurological Disorders    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1656,BIOL180  PO,BIOL180-PO,180,Microbial Ecology    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1655,BIOL176  KS,BIOL176-KS,176,Tropical Ecology    ,2018-10-30 03:08:33 UTC,2018-10-30 03:08:33 UTC
1654,BIOL174  PO,BIOL174-PO,174,Data Analysis for Life Sciences    ,2018-10-30 03:08:33 UTC,2021-11-01 17:49:33 UTC
1653,BIOL173L KS,BIOL173L-KS,173,Molecular Biology Seminar w/Lab    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1652,BIOL173  PO,BIOL173-PO,173,Genomics & Bioinformatics w/Lab    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1651,BIOL171  KS,BIOL171-KS,171,Biology of Cancer    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1650,BIOL170  PO,BIOL170-PO,170,Genomics & Transcriptomics w/Lab    ,2018-10-30 03:08:32 UTC,2019-09-02 02:17:43 UTC
1649,BIOL169 LPO,BIOL169-LPO,169,"Lab, Developmental Biology    ",2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1648,BIOL169  PO,BIOL169-PO,169,Developmental Biology w/Lab    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1647,BIOL168L KS,BIOL168L-KS,168,Microbiology    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1646,BIOL165A PO,BIOL165A-PO,165,Molecular Genetics of Cancer    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1645,BIOL162  HM,BIOL162-HM,162,Research Problems in Biology    ,2018-10-30 03:08:32 UTC,2019-09-02 02:17:43 UTC
1644,BIOL156L KS,BIOL156L-KS,156,Genomics and Bioinformatics    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1643,BIOL154  HM,BIOL154-HM,154,Biostatistics    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1642,BIOL151L KS,BIOL151L-KS,151,Developmental Biology    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1641,BIOL150BLKS,BIOL150BLKS,150,Anat & Biomech:Bck/Core Stabliza    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1640,BIOL140  KS,BIOL140-KS,140,Selected Topics in Neuroscience    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1639,BIOL138L KS,BIOL138L-KS,138,Appl Ecol + Conservation Lab    ,2018-10-30 03:08:32 UTC,2019-09-02 02:17:43 UTC
1638,BIOL138  KS,BIOL138-KS,138,Applied Ecology & Conservation    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1637,BIOL135L KS,BIOL135L-KS,135,Field Biology    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1636,BIOL133L KS,BIOL133L-KS,133,Intro Computational Neuroscience    ,2018-10-30 03:08:32 UTC,2019-09-02 02:17:43 UTC
1635,BIOL131  PO,BIOL131-PO,131,Invertebrate Biology w/ Lab    ,2018-10-30 03:08:32 UTC,2019-09-02 02:17:43 UTC
1634,BIOL129  KS,BIOL129-KS,129,Neuromusc Physiol/Health/Disease    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1633,BIOL122B HM,BIOL122B-HM,122,Cell Biology    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1632,BIOL116  PO,BIOL116-PO,116,Ecology/Evol of Plants w/Lab    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1631,BIOL108  HM,BIOL108-HM,108,Ecology & Environmental Biology    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1630,BIOL104  PO,BIOL104-PO,104,Conservation Biology    ,2018-10-30 03:08:32 UTC,2021-11-01 17:49:33 UTC
1629,BIOL101  HM,BIOL101-HM,101,Comparative Physiology    ,2018-10-30 03:08:32 UTC,2019-09-02 02:17:43 UTC
1628,BIOL054  HM,BIOL054-HM,54,Experimental Biology Laboratory    ,2018-10-30 03:08:32 UTC,2019-09-02 02:17:43 UTC
1627,BIOL053  PO,BIOL053-PO,53,Public Health Biology and Ethics    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1626,BIOL052  HM,BIOL052-HM,52,Introduction to Biology    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1625,BIOL044L KS,BIOL044L-KS,44,Introductory Biology    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1624,BIOL042L KS,BIOL042L-KS,42,Integrated Biology & Chemistry    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
1623,BIOL041E PO,BIOL041E-PO,41,Intro Ecol & Evolutnry Bio w/Lab    ,2018-10-30 03:08:32 UTC,2018-10-30 03:08:32 UTC
